schema_version,status,failure_class,run_id,scenario_id,experiment_name,experiment_category,allocator,seed,warmup_iterations,measured_repetitions,params_hash,run_timestamp_utc,os_name,os_version,arch,compiler_name,compiler_version,build_type,build_flags,cpu_model,cpu_cores_logical,cpu_cores_physical,phase_duration_ns,repetition_min_ns,repetition_max_ns,repetition_mean_ns,repetition_median_ns,repetition_p95_ns,alloc_ops_total,free_ops_total,bytes_allocated_total,bytes_freed_total,peak_live_count,peak_live_bytes,final_live_count,final_live_bytes,ops_per_sec_mean,throughput_bytes_per_sec_mean,failed_alloc_count,fallback_count,reserved_bytes,overhead_ratio,overhead_ratio_req
summary.v5,"valid","none","run_11_seed0","article1/malloc/random/churn|seed=42|reps=5","article1/malloc/random/churn","article1","malloc",42,3,5,1dd1bc13,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,210906800,210220600,214443700,212046060.000000,211031300,214443700,503652,500000,20167642,20020348,500,21208,0,0,966930.961129,38936375.942758,0,,,,
summary.v5,"valid","none","run_12_seed0","article1/malloc/long_lived/fixed_small|seed=42|reps=5","article1/malloc/long_lived/fixed_small","article1","malloc",42,3,5,78afcf1b,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,121899900,111939200,196980400,141157800.000000,121899900,196980400,506152,0,16196864,0,101000,3232000,0,0,1030184.403008,32965900.896260,0,,,,
summary.v5,"valid","none","run_13_seed0","article1/malloc/long_lived/variable_size|seed=42|reps=5","article1/malloc/long_lived/variable_size","article1","malloc",42,3,5,04d8c858,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,120789700,111265900,148372000,124386040.000000,120789700,148372000,506152,0,131915372,0,101000,26323663,0,0,933706.816060,235675070.028011,0,,,,
summary.v5,"valid","none","run_15_seed0","article1/malloc/long_lived/churn|seed=42|reps=5","article1/malloc/long_lived/churn","article1","malloc",42,3,5,6f4174c5,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,255383200,228042100,261813200,252418780.000000,256299200,261813200,1003652,0,40157407,0,200500,8022095,0,0,915248.032217,36855207.761303,0,,,,
summary.v5,"valid","none","run_17_seed0","article1/monotonic_arena/long_lived/fixed_small|seed=42|reps=5","article1/monotonic_arena/long_lived/fixed_small","article1","monotonic_arena",42,3,5,83a6f558,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,1772800,1771700,2436400,1931000.000000,1799700,2436400,506152,0,16196864,0,101000,3232000,0,0,56442964.384489,1806174860.303663,0,,4040000,1.250000,0.249431
summary.v5,"valid","none","run_17_seed0","article1/monotonic_arena/long_lived/variable_size|seed=42|reps=5","article1/monotonic_arena/long_lived/variable_size","article1","monotonic_arena",42,3,5,27209c5b,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,2159900,2091900,5647500,3003100.000000,2315700,5647500,506152,0,131915372,0,101000,26323663,0,0,47803432.286438,12462954730.149624,0,,32825000,1.246977,0.248834
summary.v5,"valid","none","run_17_seed0","article1/monotonic_arena/long_lived/churn|seed=42|reps=5","article1/monotonic_arena/long_lived/churn","article1","monotonic_arena",42,3,5,5b395e2a,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,3496400,3348400,4840800,3763960.000000,3518500,4840800,1003652,0,40157407,0,200500,8022095,0,0,59730020.308207,2389786465.177398,0,,10025000,1.249674,0.249643
summary.v5,"valid","none","run_17_seed0","article1/pool_allocator/fifo/fixed_small|seed=42|reps=5","article1/pool_allocator/fifo/fixed_small","article1","pool_allocator",42,3,5,a8b0b745,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,2048200,2032800,2054700,2042360.000000,2040900,2054700,255687,250465,8181984,8014880,1000,32000,0,0,49193231.011413,785627705.627706,0,,48384,1.512000,0.005913
summary.v5,"valid","none","run_17_seed0","article1/pool_allocator/lifo/fixed_small|seed=42|reps=5","article1/pool_allocator/lifo/fixed_small","article1","pool_allocator",42,3,5,ef5c4be4,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,2086900,2063500,2217400,2107660.000000,2086900,2217400,255687,250465,8181984,8014880,1000,32000,0,0,48461352.071723,773939423.309910,0,,48384,1.512000,0.005913
summary.v5,"valid","none","run_17_seed0","article1/pool_allocator/random/fixed_small|seed=42|reps=5","article1/pool_allocator/random/fixed_small","article1","pool_allocator",42,3,5,d6aab1b7,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,2222000,2215400,2322500,2262720.000000,2232100,2322500,255687,250465,8181984,8014880,1000,32000,0,0,45138575.426560,720873882.820258,0,,48384,1.512000,0.005913
summary.v5,"valid","none","run_17_seed0","article1/pool_allocator/long_lived/fixed_small|seed=42|reps=5","article1/pool_allocator/long_lived/fixed_small","article1","pool_allocator",42,3,5,38f7d4b1,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,1190900,1156700,1286700,1197340.000000,1190900,1286700,8712,0,278784,0,1512,48384,0,0,86452839.975793,14164433.301634,497440,,48384,1.000000,0.173554
summary.v5,"valid","none","run_17_seed0","article1/segregated_list/fifo/fixed_small|seed=42|reps=5","article1/segregated_list/fifo/fixed_small","article1","segregated_list",42,3,5,edc567a2,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,2276500,2245500,2332900,2283300.000000,2276500,2332900,255687,250465,8181984,8014880,1000,32000,0,0,44533511.467379,711210866.176798,0,0,2064384,64.512000,0.252308
summary.v5,"valid","none","run_17_seed0","article1/segregated_list/fifo/variable_size|seed=42|reps=5","article1/segregated_list/fifo/variable_size","article1","segregated_list",42,3,5,3adf2015,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,2976500,2916900,2985700,2953460.000000,2965200,2985700,255917,250235,66577682,65118655,1000,268051,0,0,34282971.647982,4458060612.293874,0,0,2064384,7.701460,0.031007
summary.v5,"valid","none","run_17_seed0","article1/segregated_list/fifo/churn|seed=42|reps=5","article1/segregated_list/fifo/churn","article1","segregated_list",42,3,5,1b5693c8,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,4856000,4844700,4888100,4864280.000000,4858400,4888100,503652,500000,20167642,20019735,500,21056,0,0,41282225.937623,826471814.560241,0,0,2064384,98.042553,0.102361
summary.v5,"valid","none","run_17_seed0","article1/segregated_list/lifo/fixed_small|seed=42|reps=5","article1/segregated_list/lifo/fixed_small","article1","segregated_list",42,3,5,33e060f3,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,2315200,2301500,2477000,2384680.000000,2381000,2477000,255687,250465,8181984,8014880,1000,32000,0,0,43449923.962633,693905713.665001,0,0,2064384,64.512000,0.252308
summary.v5,"valid","none","run_17_seed0","article1/segregated_list/lifo/variable_size|seed=42|reps=5","article1/segregated_list/lifo/variable_size","article1","segregated_list",42,3,5,169e4140,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,2919900,2871900,2968700,2921400.000000,2919900,2968700,255917,250235,66577682,65123240,1000,257167,0,0,34820153.905080,4527914272.781086,0,0,2064384,8.027406,0.031007
summary.v5,"valid","none","run_17_seed0","article1/segregated_list/lifo/churn|seed=42|reps=5","article1/segregated_list/lifo/churn","article1","segregated_list",42,3,5,88ac4e1d,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,4843500,4802900,4951300,4873640.000000,4870300,4951300,503652,500000,20167642,20020675,500,20245,0,0,41641508.255429,833664660.934019,0,0,2064384,101.970067,0.102361
summary.v5,"valid","none","run_17_seed0","article1/segregated_list/random/fixed_small|seed=42|reps=5","article1/segregated_list/random/fixed_small","article1","segregated_list",42,3,5,7a5ae3a0,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,2497900,2479100,2591900,2524380.000000,2497900,2591900,255687,250465,8181984,8014880,1000,32000,0,0,40337219.152112,644195070.791820,0,0,2064384,64.512000,0.252308
summary.v5,"valid","none","run_17_seed0","article1/segregated_list/random/variable_size|seed=42|reps=5","article1/segregated_list/random/variable_size","article1","segregated_list",42,3,5,0a312093,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,3224900,3204900,3631300,3323540.000000,3239100,3631300,255917,250235,66577682,65101089,1000,271192,0,0,31202221.598178,4057448594.339917,0,0,2064384,7.612260,0.031007
summary.v5,"valid","none","run_17_seed0","article1/segregated_list/random/churn|seed=42|reps=5","article1/segregated_list/random/churn","article1","segregated_list",42,3,5,a0e37512,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,5361000,5292900,5392400,5345960.000000,5361000,5392400,503652,500000,20167642,20020348,500,21208,0,0,37786468.665571,756486614.143475,0,0,2064384,97.339872,0.102361
summary.v5,"valid","none","run_17_seed0","article1/segregated_list/long_lived/fixed_small|seed=42|reps=5","article1/segregated_list/long_lived/fixed_small","article1","segregated_list",42,3,5,a9552f66,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,112045300,107821500,130097900,115173840.000000,112045300,130097900,506152,0,16196864,0,101000,3232000,0,0,35087719.298246,1122807017.543860,0,494760,2064384,0.638733,0.127456
summary.v5,"valid","none","run_18_seed0","article1/segregated_list/long_lived/variable_size|seed=42|reps=5","article1/segregated_list/long_lived/variable_size","article1","segregated_list",42,3,5,fd012199,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,98245800,98245800,119700500,110925480.000000,119106500,119700500,506152,0,131915372,0,101000,26323663,0,0,22522522.522523,5684864864.864865,0,445340,2064384,0.078423,0.015649
summary.v5,"valid","none","run_19_seed0","article1/segregated_list/long_lived/churn|seed=42|reps=5","article1/segregated_list/long_lived/churn","article1","segregated_list",42,3,5,45e2d794,"0","Windows","10.0.26200","x64","MSVC","19.38.33145.0","Release","debug=0;opt=1;asserts=0;tracking=0;cmake_flags=","Intel(R) Core(TM) Ultra 9 275HX",24,24,254812000,221351300,254812000,244350060.000000,250690600,254812000,1003652,0,40157407,0,200500,8022095,0,0,20661157.024793,831983471.074380,0,971780,2064384,0.257337,0.051407
